,Country,EdLevel,YearsCodePro,Salary
81907,United States of America,Bachelor’s degree,6.0,80000.0
81911,United Kingdom of Great Britain and Northern Ireland,Master’s degree,21.0,109871.0
81912,United States of America,Post grad,4.0,180000.0
81914,Canada,Bachelor’s degree,14.0,105884.0
81916,United States of America,Master’s degree,3.0,92000.0
81918,United States of America,Less than a Bachelors,20.0,109000.0
81924,United States of America,Bachelor’s degree,5.0,140000.0
81925,United States of America,Bachelor’s degree,11.0,133709.0
81930,United States of America,Bachelor’s degree,2.0,45000.0
81931,United States of America,Bachelor’s degree,11.0,100000.0
81932,United States of America,Master’s degree,3.0,197000.0
81934,United States of America,Less than a Bachelors,20.0,60000.0
81936,United States of America,Master’s degree,4.0,83000.0
81938,Australia,Master’s degree,8.0,50107.0
81941,United States of America,Bachelor’s degree,11.0,165000.0
81943,Canada,Less than a Bachelors,1.0,52942.0
81947,United States of America,Bachelor’s degree,2.0,183820.0
81953,United States of America,Bachelor’s degree,0.5,115000.0
81954,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,38778.0
81960,Canada,Post grad,3.0,52942.0
81961,United States of America,Less than a Bachelors,22.0,155000.0
81967,United States of America,Master’s degree,1.0,120000.0
81970,Brazil,Bachelor’s degree,3.0,19236.0
81972,United States of America,Bachelor’s degree,3.0,85000.0
81978,Brazil,Master’s degree,5.0,13740.0
81986,United States of America,Bachelor’s degree,2.0,82400.0
81987,United States of America,Bachelor’s degree,12.0,135500.0
81990,United States of America,Bachelor’s degree,3.0,130000.0
81993,Australia,Bachelor’s degree,8.0,163684.0
81994,United States of America,Bachelor’s degree,15.0,130000.0
82001,Australia,Bachelor’s degree,10.0,167024.0
82009,Australia,Post grad,15.0,53448.0
82010,Russian Federation,Master’s degree,9.0,94368.0
82014,United States of America,Less than a Bachelors,0.5,20000.0
82015,United States of America,Bachelor’s degree,5.0,85000.0
82017,United States of America,Master’s degree,8.0,250000.0
82018,United States of America,Master’s degree,5.0,157900.0
82020,Canada,Master’s degree,9.0,71093.0
82021,Canada,Post grad,3.0,30253.0
82022,United States of America,Bachelor’s degree,1.0,118000.0
82030,United States of America,Master’s degree,29.0,105000.0
82042,United States of America,Master’s degree,26.0,180000.0
82057,Australia,Master’s degree,3.0,43426.0
82066,United States of America,Bachelor’s degree,8.0,65000.0
82067,Australia,Post grad,4.0,70150.0
82069,United States of America,Bachelor’s degree,1.0,70000.0
82071,Australia,Bachelor’s degree,16.0,66810.0
82072,Russian Federation,Bachelor’s degree,7.0,84924.0
82079,Russian Federation,Bachelor’s degree,6.0,15096.0
82086,Brazil,Bachelor’s degree,3.0,31608.0
82099,United States of America,Bachelor’s degree,9.0,100000.0
82100,United States of America,Bachelor’s degree,36.0,200000.0
82104,United States of America,Bachelor’s degree,3.0,120000.0
82107,India,Bachelor’s degree,6.0,18150.0
82122,Australia,Bachelor’s degree,6.0,80172.0
82123,United States of America,Bachelor’s degree,20.0,200000.0
82128,Australia,Bachelor’s degree,27.0,80172.0
82130,India,Master’s degree,11.0,18432.0
82132,United States of America,Bachelor’s degree,2.0,96000.0
82138,India,Bachelor’s degree,1.0,10896.0
82139,United States of America,Master’s degree,3.0,95000.0
82140,Australia,Bachelor’s degree,20.0,83512.0
82141,Poland,Bachelor’s degree,3.0,45564.0
82150,Turkey,Bachelor’s degree,10.0,19728.0
82154,Australia,Less than a Bachelors,18.0,133619.0
82155,India,Master’s degree,2.0,27923.0
82158,United States of America,Master’s degree,3.0,98000.0
82159,India,Bachelor’s degree,4.0,11867.0
82161,United States of America,Master’s degree,22.0,210000.0
82167,United States of America,Less than a Bachelors,5.0,100000.0
82170,United States of America,Bachelor’s degree,3.0,70000.0
82177,Germany,Less than a Bachelors,6.0,56211.0
82178,Australia,Bachelor’s degree,16.0,65473.0
82182,Norway,Less than a Bachelors,13.0,64737.0
82194,Poland,Master’s degree,13.0,48600.0
82196,Israel,Bachelor’s degree,9.0,26088.0
82201,Norway,Post grad,20.0,76606.0
82211,Germany,Bachelor’s degree,3.0,36324.0
82217,Israel,Bachelor’s degree,10.0,115572.0
82227,United States of America,Bachelor’s degree,8.0,180000.0
82230,France,Master’s degree,5.0,59454.0
82243,Australia,Post grad,15.0,103550.0
82250,Germany,Master’s degree,1.0,44748.0
82251,Sweden,Less than a Bachelors,7.0,51552.0
82254,Germany,Bachelor’s degree,5.0,48644.0
82255,Russian Federation,Bachelor’s degree,1.0,10752.0
82259,India,Master’s degree,3.0,22339.0
82266,Netherlands,Bachelor’s degree,6.0,48644.0
82269,Sweden,Bachelor’s degree,9.0,34368.0
82272,Australia,Bachelor’s degree,0.5,80172.0
82273,India,Bachelor’s degree,4.0,23735.0
82276,India,Bachelor’s degree,2.0,13054.0
82279,India,Master’s degree,8.0,15358.0
82283,France,Master’s degree,9.0,56211.0
82284,Australia,Bachelor’s degree,0.5,52780.0
82289,Italy,Less than a Bachelors,1.0,18804.0
82290,France,Post grad,8.0,19452.0
82299,Australia,Bachelor’s degree,10.0,120257.0
82307,Italy,Less than a Bachelors,2.0,16860.0
82308,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,53901.0
82310,Australia,Bachelor’s degree,10.0,113576.0
82312,India,Bachelor’s degree,8.0,46074.0
82316,Netherlands,Less than a Bachelors,0.5,21408.0
82317,United States of America,Master’s degree,6.0,175000.0
82318,India,Bachelor’s degree,5.0,10597.0
82343,France,Master’s degree,0.5,29186.0
82350,France,Master’s degree,3.0,51887.0
82351,Spain,Master’s degree,7.0,38915.0
82358,Sweden,Less than a Bachelors,4.0,49092.0
82361,Sweden,Master’s degree,7.0,62472.0
82364,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,18612.0
82365,Germany,Master’s degree,7.0,77831.0
82370,India,Bachelor’s degree,0.5,10200.0
82372,India,Master’s degree,4.0,16754.0
82373,Netherlands,Bachelor’s degree,4.0,55130.0
82374,France,Master’s degree,2.0,39900.0
82375,India,Bachelor’s degree,4.0,13962.0
82379,Germany,Master’s degree,8.0,64859.0
82386,Germany,Bachelor’s degree,6.0,54049.0
82388,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,96945.0
82391,India,Bachelor’s degree,6.0,12566.0
82395,Sweden,Master’s degree,7.0,54000.0
82398,Germany,Less than a Bachelors,3.0,37834.0
82402,Russian Federation,Master’s degree,5.0,60396.0
82409,France,Bachelor’s degree,10.0,80209.0
82412,Israel,Post grad,6.0,47280.0
82415,Poland,Master’s degree,11.0,69864.0
82419,Germany,Bachelor’s degree,4.0,29796.0
82424,Poland,Bachelor’s degree,3.0,22776.0
82425,Australia,Bachelor’s degree,6.0,48103.0
82426,Sweden,Less than a Bachelors,4.0,36819.0
82429,Sweden,Less than a Bachelors,24.0,66276.0
82430,Sweden,Bachelor’s degree,0.5,41724.0
82437,United States of America,Less than a Bachelors,4.0,115000.0
82438,India,Bachelor’s degree,11.0,16752.0
82446,Netherlands,Bachelor’s degree,18.0,68858.0
82452,Spain,Master’s degree,11.0,31348.0
82459,India,Master’s degree,9.0,63660.0
82461,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,58167.0
82462,India,Bachelor’s degree,2.0,13404.0
82465,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,51704.0
82468,India,Master’s degree,8.0,30716.0
82475,France,Bachelor’s degree,16.0,75669.0
82478,Russian Federation,Bachelor’s degree,4.0,18876.0
82480,Netherlands,Master’s degree,2.0,57072.0
82482,Germany,Bachelor’s degree,5.0,86478.0
82488,France,Bachelor’s degree,3.0,28536.0
82489,France,Post grad,12.0,49725.0
82490,Italy,Master’s degree,0.5,25944.0
82494,India,Bachelor’s degree,1.0,19895.0
82502,Sweden,Post grad,10.0,63411.0
82510,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,64630.0
82511,Germany,Less than a Bachelors,1.0,40212.0
82514,France,Master’s degree,15.0,64859.0
82515,India,Bachelor’s degree,15.0,150000.0
82517,Germany,Bachelor’s degree,23.0,102693.0
82519,Germany,Bachelor’s degree,0.5,50266.0
82522,France,Master’s degree,5.0,45401.0
82523,India,Bachelor’s degree,0.5,18150.0
82525,India,Bachelor’s degree,2.0,60312.0
82526,Switzerland,Master’s degree,11.0,121979.0
82527,Germany,Master’s degree,8.0,71345.0
82529,Italy,Bachelor’s degree,4.0,44320.0
82530,India,Bachelor’s degree,5.0,17256.0
82531,France,Post grad,6.0,64859.0
82532,Sweden,Less than a Bachelors,22.0,73644.0
82534,India,Bachelor’s degree,12.0,23460.0
82536,Netherlands,Bachelor’s degree,8.0,121070.0
82538,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,38778.0
82543,Switzerland,Bachelor’s degree,0.5,81319.0
82544,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,22.0,77556.0
82546,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,35546.0
82548,Germany,Less than a Bachelors,11.0,51022.0
82549,Italy,Master’s degree,8.0,36861.0
82555,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,86604.0
82556,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,43948.0
82558,India,Master’s degree,1.0,19546.0
82559,Switzerland,Master’s degree,10.0,104855.0
82562,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23.0,142185.0
82564,Netherlands,Bachelor’s degree,4.0,37620.0
82568,Germany,Bachelor’s degree,1.0,50806.0
82579,Italy,Master’s degree,6.0,35672.0
82580,India,Post grad,18.0,69809.0
82581,Norway,Master’s degree,3.0,94948.0
82585,Brazil,Bachelor’s degree,5.0,87960.0
82587,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,69800.0
82594,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,24012.0
82596,India,Bachelor’s degree,3.0,10471.0
82599,India,Bachelor’s degree,2.0,33504.0
82604,Germany,Master’s degree,1.0,25944.0
82607,Russian Federation,Master’s degree,3.0,11892.0
82616,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,52996.0
82631,France,Master’s degree,4.0,23604.0
82632,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,78848.0
82634,Russian Federation,Bachelor’s degree,5.0,14160.0
82652,Israel,Bachelor’s degree,7.0,105072.0
82654,Russian Federation,Post grad,18.0,56616.0
82657,India,Master’s degree,8.0,15912.0
82664,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,51704.0
82667,France,Master’s degree,1.0,32429.0
82670,Germany,Less than a Bachelors,16.0,81074.0
82671,India,Master’s degree,7.0,11030.0
82674,Spain,Master’s degree,13.0,53832.0
82675,Germany,Bachelor’s degree,7.0,51887.0
82681,Spain,Master’s degree,7.0,37834.0
82684,India,Bachelor’s degree,0.5,11169.0
82687,Italy,Less than a Bachelors,1.0,12588.0
82690,Russian Federation,Less than a Bachelors,14.0,75492.0
82697,Israel,Bachelor’s degree,5.0,105072.0
82704,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,4.0,19389.0
82705,Netherlands,Less than a Bachelors,5.0,48644.0
82707,United States of America,Less than a Bachelors,36.0,130000.0
82712,Russian Federation,Less than a Bachelors,1.0,11328.0
82717,Germany,Master’s degree,11.0,70264.0
82719,Germany,Less than a Bachelors,3.0,45396.0
82727,Germany,Master’s degree,2.0,24648.0
82728,Germany,Master’s degree,1.0,69183.0
82729,India,Bachelor’s degree,12.0,16752.0
82736,Turkey,Less than a Bachelors,28.0,25644.0
82737,United States of America,Bachelor’s degree,4.0,125000.0
82740,United States of America,Bachelor’s degree,21.0,115000.0
82750,Germany,Master’s degree,21.0,118908.0
82755,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,1.0,77556.0
82758,Spain,Post grad,21.0,27025.0
82759,Netherlands,Master’s degree,27.0,81074.0
82763,India,Bachelor’s degree,4.0,12566.0
82764,Poland,Less than a Bachelors,14.0,51636.0
82766,United States of America,Bachelor’s degree,29.0,130000.0
82768,Germany,Master’s degree,4.0,108098.0
82770,United States of America,Master’s degree,10.0,110000.0
82772,Germany,Master’s degree,21.0,91883.0
82779,Canada,Bachelor’s degree,14.0,94539.0
82780,Netherlands,Bachelor’s degree,3.0,34186.0
82783,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,32315.0
82785,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,109871.0
82789,Canada,Post grad,2.0,68068.0
82791,Germany,Master’s degree,25.0,129718.0
82796,United States of America,Less than a Bachelors,10.0,66500.0
82797,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,34.0,77556.0
82801,India,Bachelor’s degree,0.5,18318.0
82810,Israel,Less than a Bachelors,3.0,63036.0
82814,United States of America,Bachelor’s degree,15.0,130000.0
82815,Sweden,Less than a Bachelors,3.0,46632.0
82819,Germany,Less than a Bachelors,30.0,38916.0
82824,Netherlands,Bachelor’s degree,2.0,46704.0
82828,Norway,Less than a Bachelors,18.0,75527.0
82831,Canada,Less than a Bachelors,21.0,67312.0
82832,Turkey,Bachelor’s degree,0.5,15780.0
82837,Germany,Master’s degree,10.0,45396.0
82844,Brazil,Bachelor’s degree,8.0,12372.0
82845,United States of America,Bachelor’s degree,5.0,75000.0
82853,United States of America,Bachelor’s degree,5.0,114000.0
82855,Switzerland,Master’s degree,3.0,82140.0
82858,Russian Federation,Master’s degree,10.0,37752.0
82861,Netherlands,Bachelor’s degree,2.0,32424.0
82865,India,Bachelor’s degree,3.0,24433.0
82870,Norway,Bachelor’s degree,1.0,67974.0
82874,Germany,Less than a Bachelors,2.0,49716.0
82877,India,Bachelor’s degree,2.0,20943.0
82879,Turkey,Bachelor’s degree,11.0,24655.0
82880,France,Master’s degree,3.0,45401.0
82886,Germany,Post grad,4.0,56748.0
82887,Italy,Less than a Bachelors,25.0,24648.0
82888,France,Post grad,25.0,38916.0
82893,Germany,Less than a Bachelors,3.0,35676.0
82894,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,54289.0
82896,Australia,Bachelor’s degree,7.0,46767.0
82898,United States of America,Master’s degree,34.0,91000.0
82904,India,Bachelor’s degree,10.0,30716.0
82906,Spain,Master’s degree,6.0,54049.0
82907,India,Bachelor’s degree,4.0,13962.0
82910,Italy,Master’s degree,2.0,16860.0
82912,Canada,Less than a Bachelors,1.0,45379.0
82913,India,Bachelor’s degree,4.0,10896.0
82914,Germany,Less than a Bachelors,6.0,58368.0
82915,France,Master’s degree,10.0,42804.0
82920,India,Bachelor’s degree,13.0,46074.0
82922,Switzerland,Less than a Bachelors,10.0,81319.0
82924,Germany,Master’s degree,3.0,32424.0
82925,Russian Federation,Master’s degree,17.0,62280.0
82927,Germany,Less than a Bachelors,4.0,47361.0
82932,Germany,Less than a Bachelors,10.0,56427.0
82933,India,Bachelor’s degree,8.0,58639.0
82934,Germany,Less than a Bachelors,2.0,45401.0
82935,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,99530.0
